Time,PM10,PM25,PM100,Temperature,Gas,Relative Humidity,Pressure,Altitude
1707956546.3741353,0,0,0,23.4583203125,214613,43.71055621907924,1005.1663912063539,67.51999612639656
1707956547.38711,0,0,0,23.459296875,215174,43.7046874287817,1005.1663066863474,67.52070439192754
1707956548.4001474,0,0,0,23.460859375,215737,43.70486547725502,1005.1586333291966,67.5850062255216
1707956549.4144273,0,0,0,23.4622265625,215314,43.70502127204906,1005.1574870409148,67.59461202109769
1707956550.4286504,0,0,0,23.463203125,215174,43.68719344427566,1005.1608289183279,67.56660740533464
1707956551.4424467,0,0,0,23.4633984375,215314,43.68123641347645,1005.1594414369179,67.57823435880583
1707956552.4563599,0,0,0,23.4637890625,216162,43.681280907913525,1005.163519334078,67.54406203129507
1707956553.4706767,0,0,0,23.463203125,215879,43.67523510125607,1005.1556892761784,67.6096771502691
1707956554.4849045,0,0,0,23.461640625,216162,43.66907831212052,1005.1547966335136,67.61715743472675
1707956555.4986002,0,0,0,23.4606640625,216446,43.64505394858705,1005.1565943884386,67.60209237694339
1707956556.5124493,0,0,0,23.4596875,215314,43.62701019453649,1005.1583921338481,67.58702742071765
1707956557.526375,0,0,0,23.4598828125,216446,43.638987273991056,1005.1535782520507,67.62736739670872
1707956558.5406601,0,0,0,23.459296875,216731,43.6389205858214,1005.1560274626025,67.60684317257648
1707956559.554898,0,0,0,23.4596875,216020,43.62103308884773,1005.1601053387196,67.572670927429
1707956560.5678651,0,0,0,23.4606640625,216446,43.62712131802071,1005.1583075957706,67.58773584224917
1707956561.5808494,0,1,1,23.461640625,216304,43.615278395849245,1005.1599362631918,67.5740877633311
1707956562.5938325,0,1,1,23.46125,216874,43.621210867649694,1005.1592847961359,67.57954699348386
1707956563.6067948,0,1,1,23.46125,216874,43.60328076991741,1005.154145169651,67.62261666072074
1707956564.6198123,0,1,1,23.4618359375,216589,43.597371135256054,1005.158548786238,67.58571468781888
1707956565.632887,0,1,1,23.462421875,217160,43.585485837182546,1005.1595259855306,67.57752584963505
1707956566.6458735,0,1,1,23.463203125,217017,43.57959901181295,1005.1625421325781,67.55225086163877
1707956567.6588511,0,1,1,23.463203125,217160,43.57959901181295,1005.16768177593,67.50918134438822
1707956568.6719186,0,1,1,23.463203125,216731,43.59752662742441,1005.1642553469287,67.53789433691082
1707956569.6849618,0,1,1,23.4606640625,217590,43.603214124258514,1005.1634472183678,67.54466635200355
1707956570.6979628,0,1,1,23.4602734375,217734,43.5792659256881,1005.1593693353736,67.57883856278335
1707956571.711067,0,1,1,23.4596875,217878,43.58517492520859,1005.1618185436912,67.55831445311811
